video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption
U1IqinpmpQE,Taylor Swift,"🫣 Join my #TSAntiHeroChallenge and share your anti-heroic traits, brought to you by YouTube Shorts.",,,2022-10-21T12:10:21Z,124434764,4936065,,21708,PT16S,hd,false
9Wx2It8SbLs,Taylor Swift,"😺 Join my #TSAntiHeroChallenge and share your anti-heroic traits, brought to you by YouTube Shorts.",,,2022-10-21T12:10:06Z,104676305,4647557,,15222,PT16S,hd,false
b1kbLwvqugk,TaylorSwiftVEVO,Taylor Swift - Anti-Hero (Official Music Video),"Official music video for “Anti-Hero” by Taylor Swift from the album ‘Midnights’.

Buy/Download/Stream ‘Midnights’: https://taylor.lnk.to/taylorswiftmidnights 

►Join the #TSAntiHeroChallenge: https://yt.be/TSAntiHero 

►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe 
 
►Shop Merch: http://taylorswift.lnk.to/store

►Follow Taylor Swift Online:
TikTok: http://tiktok.com/@taylorswift
Instagram: http://instagram.com/taylorswift  
Twitter: http://twitter.com/taylorswift13  
Snapchat: http://snapchat.com/add/taylorswift
Facebook: http://facebook.com/taylorswift  
Tumblr: http://taylorswift.tumblr.com  
Website: http://www.taylorswift.com  

►Follow Taylor Nation Online
TikTok: http://tiktok.com/@taylornation
Instagram: http://instagram.com/taylornation  
Twitter: http://twitter.com/taylornation13
Tumblr: http://taylornation.tumblr.com  

0:00 I’m the problem, it’s me
00:47 Join the #TSAntiHeroChallenge on YouTube Shorts
01:02 And share your anti-heroic traits

►Lyrics:
Written by Taylor Swift and Jack Antonoff

I have this thing where I get older but just never wiser
Midnights become my afternoons
When my depression works the graveyard shift
All of the people I’ve ghosted stand there in the room
I should not be left to my own devices, they come with prices and vices, I end up in crisis
Tale as old as time
I wake up screaming from dreaming one day I’ll watch as you’re leaving ‘cause you got tired of my scheming - for the last time

It’s me
Hi
I’m the problem, it’s me
At teatime
Everybody agrees
I’ll stare directly at the sun but never in the mirror
It must be exhausting always rooting for the anti-hero

Sometimes I feel like everybody is a sexy baby
And I’m a monster on the hill
Too big to hang out
Slowly lurching toward your favorite city
Pierced through the heart but never killed
Did you hear my covert narcissism I disguise as altruism like some kind of congressman 
Tale as old as time
I wake up screaming from dreaming 
one day I’ll watch as you’re leaving and life will lose all its meaning - for the last time 

It’s me
Hi
I’m the problem, it’s me
At teatime
Everybody agrees
I’ll stare directly at the sun but never in the mirror
It must be exhausting always rooting for the anti-hero

I have this dream my daughter-in-law kills me for the money
She thinks I left them in the will
The family gathers ‘round and reads it
And then someone screams out
“She’s laughing up at us from hell!”

It’s me
Hi
I’m the problem, it’s me

It’s me
Hi
I’m the problem, it’s me

It’s me
Hi

Everybody agrees
Everybody agrees

It’s me
Hi
I’m the problem, it’s me
At teatime
Everybody agrees
I’ll stare directly at the sun but never in the mirror
It must be exhausting always rooting for the anti-hero

Director: Taylor Swift
Director of Photography: Rina Yang
Producer: Sara D'Alessio
Editor: Chancler Haynes
Production Designer: Ethan Tobman
1st AD: Anthony Dimino
Visual Effects: Parliament
Production Companies: Taylor Swift Productions & Revolution Pictures

#taylorswift #midnights #antihero 

Music video by Taylor Swift performing Anti-Hero. © 2022 Taylor Swift","['taylor swift', 'taylor', 'swift', 'antihero', 'anti hero', 'midnights', 'taylor swift new music', 'taylor swift midnights', 'taylor swift album', 'taylor swift new album', 'swifties', 'taylors version', 'taylor swift lyrics', 'official taylor swift video', 'taylor swift challenge', 'anti hero challenge', 'taylor swift tiktok', 'テイラー・スウィフト', '테일러 스위프트', '泰勒絲', '泰勒斯威夫特', '한글자막', '日本語字幕', 'subtítulos en español', 'Türkçe Altyazılı', 'Phụ đề tiếng Việt', 'Subtitles in Tagalog', 'Teks', 'dalam', 'Bahasa']",2022-10-21T12:00:06Z,129904195,3000463,,86142,PT5M10S,hd,true
Jo-8VaRU4ok,Taylor Swift,Mark your calendars! Meet the Midnights Manifest 📜,,,2022-10-20T04:15:55Z,915707,81039,,867,PT31S,hd,false
3fUS9GAMxv4,Taylor Swift,🕰 #TSAntiHeroChallenge. Coming October 21. Brought to you by YouTube Shorts.,,,2022-10-18T04:00:03Z,914710,85384,,1216,PT8S,hd,false
egxyRSb_XtI,TaylorSwiftVEVO,Taylor Swift - Carolina (From The Motion Picture “Where The Crawdads Sing” / Lyric Video),"Watch the official lyric video for “Carolina (From the Motion Picture Where The Crawdads Sing)” by Taylor Swift.
 
🕰️ Pre-order the new album Midnights by Taylor Swift available everywhere October 21: https://taylor.lnk.to/taylorswiftmidnightsYT

Get the song here: http://taylor.lnk.to/carolina
 
See “Where The Crawdads Sing” is in theaters July 15. Buy tickets here:
https://tickets.wherethecrawdadssing.movie
 
►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe 
 
►Exclusive Merch: http://taylorswift.lnk.to/store
 
►Follow Taylor Swift online:
Instagram: http://instagram.com/taylorswift  
Facebook: http://facebook.com/taylorswift  
Tumblr: http://taylorswift.tumblr.com  
Twitter: http://twitter.com/taylorswift13  
Snapchat: http://snapchat.com/add/taylorswift
Website: http://www.taylorswift.com  
 
►Follow Taylor Nation Online
Instagram: http://instagram.com/taylornation  
Tumblr: http://taylornation.tumblr.com  
Twitter: http://twitter.com/taylornation13
 
#taylorswift #carolina #wherethecrawdadssing #crawdadsmovie
 


Music video by Taylor Swift performing Carolina (From The Motion Picture “Where The Crawdads Sing” / Lyric Video). © 2022 Taylor Swift","['taylor swift', 'taylor', 'swift', 'carolina', 'taylor swift song', 'taylor swift new song', 'taylor swift music', 'new taylor swift music', 'taylor swift crawdads', 'where the crawdads sing', 'taylor swift original song crawdads', 'crawdads movie']",2022-06-24T04:00:18Z,5751051,281522,,11072,PT2M54S,hd,false
3Q94kA7llGw,TaylorSwiftVEVO,Taylor Swift - Carolina (From The Motion Picture “Where The Crawdads Sing” / Audio),"Watch the official visualizer for “Carolina (From the Motion Picture Where The Crawdads Sing)” by Taylor Swift.

🕰️ Pre-order the new album Midnights by Taylor Swift available everywhere October 21: https://taylor.lnk.to/taylorswiftmidnightsYT

Get the song here: http://taylor.lnk.to/carolina
 
See “Where The Crawdads Sing” is in theaters July 15. Buy tickets here:
https://tickets.wherethecrawdadssing.movie
 
►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe 
 
►Exclusive Merch: http://taylorswift.lnk.to/store
 
►Follow Taylor Swift online:
Instagram: http://instagram.com/taylorswift  
Facebook: http://facebook.com/taylorswift  
Tumblr: http://taylorswift.tumblr.com  
Twitter: http://twitter.com/taylorswift13  
Snapchat: http://snapchat.com/add/taylorswift
Website: http://www.taylorswift.com  
 
►Follow Taylor Nation Online
Instagram: http://instagram.com/taylornation  
Tumblr: http://taylornation.tumblr.com  
Twitter: http://twitter.com/taylornation13
 
#taylorswift #carolina #wherethecrawdadssing #crawdadsmovie
 


Music video by Taylor Swift performing Carolina (From The Motion Picture “Where The Crawdads Sing” / Audio). © 2022 Taylor Swift","['taylor swift', 'taylor', 'swift', 'carolina', 'taylor swift song', 'taylor swift new song', 'taylor swift music', 'new taylor swift music', 'taylor swift crawdads', 'where the crawdads sing', 'taylor swift original song crawdads', 'crawdads movie']",2022-06-24T04:00:01Z,2862310,134521,,5628,PT4M29S,hd,false
mvxQYPR4lmU,TaylorSwiftVEVO,Taylor Swift - This Love (Taylor's Version) (Lyric Video),"Official lyric video for “This Love (Taylor’s Version)”.

🕰️ Pre-order the new album Midnights by Taylor Swift available everywhere October 21: https://taylor.lnk.to/taylorswiftmidnightsYT

Get the song here: http://taylor.lnk.to/thislovetv

►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe 
 
►Exclusive Merch: http://taylorswift.lnk.to/store

►Follow Taylor Swift online:
Instagram: http://instagram.com/taylorswift  
TikTok: http://tiktok.com/@taylorswift
Facebook: http://facebook.com/taylorswift  
Tumblr: http://taylorswift.tumblr.com  
Twitter: http://twitter.com/taylorswift13  
Snapchat: http://snapchat.com/add/taylorswift
Website: http://www.taylorswift.com  

►Follow Taylor Nation Online
Instagram: http://instagram.com/taylornation  
Tumblr: http://taylornation.tumblr.com  
Twitter: http://twitter.com/taylornation13

Official Lyrics:
 
Clear blue water
High tide came and brought you in
And I could go on and on, on and on, and I will
Skies grew darker
Currents swept you out again
And you were just gone and gone, gone and gone
 
In silent screams
In wildest dreams
I never dreamed of this
 
This love is good
This love is bad
This love is alive
Back from the dead
These hands had to let it go free
And this love came back to me
 
Tossing, turning
Struggled through the night with someone new
Baby, I could go on and on, on and on
Lantern, burning
Flickered in the night for only you
But you were still gone, gone, gone
In losing grip
On sinking ships
You showed up just in time
 
This love is good
This love is bad
This love is alive
Back from the dead
These hands had to let it go free and
This love came back to me
This love left a permanent mark
This love is glowing in the dark
These hands had to let it go free and
This love came back to me
 
Your kiss, my cheek
I watched you leave
Your smile, my ghost
I fell to my knees
When you’re young, you just run
But you come back to what you need
 
This love is good
This love is bad
This love is alive
Back from the dead
These hands had to let it go free and
This love came back to me
 
This love left a permanent mark
This love is glowing in the dark
These hands had to let it go free and
This love came back to me
 
This love came back to me
 
#taylorswift #thislove #taylorsversion



Music video by Taylor Swift performing This Love (Taylor's Version) (Lyric Video). © 2022 Taylor Swift","['taylor swift', 'taylor', 'swift', 'this love', 'this love taylor’s version', 'this love taylor swift', 'taylor’s version', 'taylors version', 'taylor swift new album', 'taylor swift new music', 'taylor swift lyrics', '1989', '1989 taylor’s version', '1090 taylors version', 'official taylor swift lyrics', 'taylor rerecord', 'taylor reissue', 'taylor new version', '1989 rerecord', '1989 remaster', '1989 new version', 'taylor swift 1989', '1989 taylors version', 'taylor swift rerecord']",2022-05-06T04:00:30Z,13489153,461819,,22533,PT4M8S,hd,false
mCWRjuhRRYg,TaylorSwiftVEVO,Taylor Swift - Message In A Bottle (Fat Max G Remix) (Taylor’s Version) (Visualizer),"Red (Taylor’s Version) available everywhere now: https://taylor.lnk.to/redtaylorsversion

🕰️ Pre-order the new album Midnights by Taylor Swift available everywhere October 21: https://taylor.lnk.to/taylorswiftmidnightsYT

►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe 
 
►Exclusive Merch: http://taylorswift.lnk.to/store

►Follow Taylor Swift online:
Instagram: http://instagram.com/taylorswift  
Facebook: http://facebook.com/taylorswift  
Tumblr: http://taylorswift.tumblr.com  
Twitter: http://twitter.com/taylorswift13  
Snapchat: http://snapchat.com/add/taylorswift
Website: http://www.taylorswift.com  

►Follow Taylor Nation Online
Instagram: http://instagram.com/taylornation  
Tumblr: http://taylornation.tumblr.com  
Twitter: http://twitter.com/taylornation13 

#taylorswift #messageinabottletaylorsversion #redtaylorsversion


Music video by Taylor Swift performing Message In A Bottle (Fat Max G Remix) (Taylor’s Version) (Visualizer). © 2022 Taylor Swift","['taylor swift', 'taylorswift', 'taylor', 'swift', 'red taylor’s version', 'red', 'taylor’s version', 'message in bottle', 'message in bottle taylor swift', 'taylor swift message in bottle', 'message in bottle official video', 'message in bottle music video', 'message in bottle red', 'taylor swift red', 'taylor swift message in bottle taylor’s version', 'message in bottle lyrics', 'taylor swift message in bottle lyrics', 'taylor message in bottle', 'message']",2022-01-21T05:00:17Z,3621546,161639,,7952,PT3M46S,hd,false
gRo0ZtgB2io,TaylorSwiftVEVO,All Too Well (Sad Girl Autumn Version) - Recorded at Long Pond Studios (Lyric Video),"Listen 'Red' (Taylor's Version) album here: https://taylor.lnk.to/redtaylorsversion 

🕰️ Pre-order the new album Midnights by Taylor Swift available everywhere October 21: https://taylor.lnk.to/taylorswiftmidnightsYT

►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe  
 
►Exclusive Merch: taylorswift.lnk.to/store

►Follow Taylor Swift online:
Instagram: http://instagram.com/taylorswift  
Facebook: http://facebook.com/taylorswift  
Tumblr: http://taylorswift.tumblr.com  
Twitter: http://twitter.com/taylorswift13  
Snapchat: http://snapchat.com/add/taylorswift
Website: http://www.taylorswift.com  

Lyrics:

I walked through the door with you 
The air was cold 
But somethin bout it felt like home somehow 
And I left my scarf there at your sister’s house 
And you’ve still got it in your drawer even now 
Oh your sweet disposition, and my wide eyed gaze 
We’re singing in the car getting lost upstate
Autumn leaves falling down like pieces into place 
And I can picture it after all these days 
And I know it’s long gone and that magic’s not here no more 
And I might be ok but I’m not fine at all…

Cause there we are again on that 
Little town street 
You almost ran the red 
Cause you were looking over at me 
Wind in my hair, I was there 
I remember it all too well

Photo album on the counter 
Your cheeks were turning red
You used to be a little kid with glasses
in a twin-sized bed 
And your mother’s telling stories bout you on 
the tee ball team 
You taught me bout your past 
Thinkin your future was me
And you were tossing me the car keys 
‘F*** the patriarchy’ keychain on the ground
We were always skipping town
And I was thinking on the drive down
Any time now, he’s gonna say it’s love
You never called it what it was
til we were dead and gone and buried 
Check the pulse and come back 
Swearing it’s the same, after 3 months in the grave
And then you wondered where it went to
As I reached for you but
All I felt was shame
And you held my lifeless frame 
And I know it’s long gone and 
There was nothing else I could do 
And I forget about you long enough
To forget why I needed to… 

Cause there we are again in the middle of the night
We’re dancin round the kitchen in the 
refrigerator light
Down the stairs, I was there
I remember it all too well…
And there we are again 
When nobody had to know
You kept me like a secret
But I kept you like an oath
Sacred prayer and we’d swear 
to remember it all too well 

Well maybe we got lost in translation 
Maybe I asked for too much
But maybe this thing was a masterpiece
Til you tore it all up
Running scared, I was there
I remember it all too well
And you call me up again 
Just to break me like a promise 
So casually cruel in the name of being honest 
I’m a crumpled up piece of paper lying here
Cause I remember it all, all, all 
They say all’s well that ends well
But I’m in a new hell every time
You double-cross my mind
You said if we had been closer in age
Maybe it would have been fine
And that made me want to die.

The idea you had of me
Who was she?
A never-needy, ever lovely jewel
Whose shine reflects on you
Not weeping in a party bathroom
Some actress asking me what happened
You.
That’s what happened: You.
You, who charmed my dad with self-effacing jokes
Sipping coffee like you were on a late night show
But then he watched me watch the front door 
all night, willing you to come
And he said, “it’s supposed to be fun… 
Turning 21” 

Time won’t fly
It’s like I’m paralyzed by it 
I’d like to be my old self again
But I’m still trying to find it 
After plaid shirt days 
And nights when you made me your own
Now you mail back my things 
And I walk home alone
But you keep my old scarf
From that very first week
Cause it reminds you of innocence, and it smells like me 
You can’t get rid of it
Cause you remember it all too well

Cause there we are again when
I loved you so 
Back before you lost the one real thing
You’ve ever known
It was rare, I was there
I remember it all too well
Wind in my hair, you were there 
You remember it all 
Down the stairs, you were there 
You remember it all
It was rare, I was there
I remember it all too well

And I was never good at telling jokes 
But the punchline goes:
“I’ll get older, but your lovers stay my age”
From when your Brooklyn broke my skin and bones
I’m a soldier who’s returning half her weight
And did the twin flame bruise paint you blue?
Just between us, did the love affair maim you too?
Cause in this city’s barren cold
I still remember the first fall of snow
And how it glistened as it fell
I remember it all too well

Just between us did the love affair maim you 
All too well
Just between us, do you remember it 
All too well
Just between us, I remember it all too well

Wind in my hair 
I was there, I was there
Down the stairs, I was there
I was there
Sacred prayer
I was there, I was there
It was rare, you remember it
All too well  

#taylorswift #alltoowell #sadgirlautumn","['Taylor', 'Swift', 'All', 'Too', 'Well', '(Sad', 'Girl', 'Autumn', 'Version)', 'Recorded', 'Long', 'Pond', 'Studios', '(Lyric', 'Video)', 'Pop']",2021-11-18T20:43:53Z,4859461,198996,,5538,PT10M1S,hd,false
r0yq_yXFQhg,TaylorSwiftVEVO,Taylor Swift - All Too Well (Sad Girl Autumn Version) - Recorded at Long Pond Studios,"Listen to 'Red' (Taylor's version) album here: https://taylor.lnk.to/redtaylorsversion 

🕰️ Pre-order the new album Midnights by Taylor Swift available everywhere October 21: https://taylor.lnk.to/taylorswiftmidnightsYT

►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe  
 
►Exclusive Merch: taylorswift.lnk.to/store

►Follow Taylor Swift online:
Instagram: http://instagram.com/taylorswift  
Facebook: http://facebook.com/taylorswift  
Tumblr: http://taylorswift.tumblr.com  
Twitter: http://twitter.com/taylorswift13  
Snapchat: http://snapchat.com/add/taylorswift
Website: http://www.taylorswift.com  

Lyrics:

I walked through the door with you 
The air was cold 
But somethin bout it felt like home somehow 
And I left my scarf there at your sister’s house 
And you’ve still got it in your drawer even now 
Oh your sweet disposition, and my wide eyed gaze 
We’re singing in the car getting lost upstate
Autumn leaves falling down like pieces into place 
And I can picture it after all these days 
And I know it’s long gone and that magic’s not here no more 
And I might be ok but I’m not fine at all…

Cause there we are again on that 
Little town street 
You almost ran the red 
Cause you were looking over at me 
Wind in my hair, I was there 
I remember it all too well

Photo album on the counter 
Your cheeks were turning red
You used to be a little kid with glasses
in a twin-sized bed 
And your mother’s telling stories bout you on 
the tee ball team 
You taught me bout your past 
Thinkin your future was me
And you were tossing me the car keys 
‘F*** the patriarchy’ keychain on the ground
We were always skipping town
And I was thinking on the drive down
Any time now, he’s gonna say it’s love
You never called it what it was
til we were dead and gone and buried 
Check the pulse and come back 
Swearing it’s the same, after 3 months in the grave
And then you wondered where it went to
As I reached for you but
All I felt was shame
And you held my lifeless frame 
And I know it’s long gone and 
There was nothing else I could do 
And I forget about you long enough
To forget why I needed to… 

Cause there we are again in the middle of the night
We’re dancin round the kitchen in the 
refrigerator light
Down the stairs, I was there
I remember it all too well…
And there we are again 
When nobody had to know
You kept me like a secret
But I kept you like an oath
Sacred prayer and we’d swear 
to remember it all too well 

Well maybe we got lost in translation 
Maybe I asked for too much
But maybe this thing was a masterpiece
Til you tore it all up
Running scared, I was there
I remember it all too well
And you call me up again 
Just to break me like a promise 
So casually cruel in the name of being honest 
I’m a crumpled up piece of paper lying here
Cause I remember it all, all, all 
They say all’s well that ends well
But I’m in a new hell every time
You double-cross my mind
You said if we had been closer in age
Maybe it would have been fine
And that made me want to die.

The idea you had of me
Who was she?
A never-needy, ever lovely jewel
Whose shine reflects on you
Not weeping in a party bathroom
Some actress asking me what happened
You.
That’s what happened: You.
You, who charmed my dad with self-effacing jokes
Sipping coffee like you were on a late night show
But then he watched me watch the front door 
all night, willing you to come
And he said, “it’s supposed to be fun… 
Turning 21” 

Time won’t fly
It’s like I’m paralyzed by it 
I’d like to be my old self again
But I’m still trying to find it 
After plaid shirt days 
And nights when you made me your own
Now you mail back my things 
And I walk home alone
But you keep my old scarf
From that very first week
Cause it reminds you of innocence, and it smells like me 
You can’t get rid of it
Cause you remember it all too well

Cause there we are again when
I loved you so 
Back before you lost the one real thing
You’ve ever known
It was rare, I was there
I remember it all too well
Wind in my hair, you were there 
You remember it all 
Down the stairs, you were there 
You remember it all
It was rare, I was there
I remember it all too well

And I was never good at telling jokes 
But the punchline goes:
“I’ll get older, but your lovers stay my age”
From when your Brooklyn broke my skin and bones
I’m a soldier who’s returning half her weight
And did the twin flame bruise paint you blue?
Just between us, did the love affair maim you too?
Cause in this city’s barren cold
I still remember the first fall of snow
And how it glistened as it fell
I remember it all too well

Just between us did the love affair maim you 
All too well
Just between us, do you remember it 
All too well
Just between us, I remember it all too well

Wind in my hair 
I was there, I was there
Down the stairs, I was there
I was there
Sacred prayer
I was there, I was there
It was rare, you remember it
All too well  

#taylorswift #alltoowell #sadgirlautumn","['Taylor', 'Swift', 'All', 'Too', 'Well', '(Sad', 'Girl', 'Autumn', 'Version)', 'Recorded', 'Long', 'Pond', 'Studios', 'Pop', 'テイラー・スウィフト', '테일러 스위프트', '泰勒絲', '泰勒斯威夫特', '한글자막', '日本語字幕', 'subtítulos en español', 'Phụ đề tiếng Việt', 'Subtitles in Tagalog', 'Teks dalam Bahasa Indonesia', 'उपशीर्षक हिंदी में', 'Sarikata Dalam Bahasa Malaysia', 'คำบรรยายภาษาไทย']",2021-11-18T01:35:50Z,10976085,479393,,17084,PT10M1S,hd,true
pPrdGE4w9ZM,TaylorSwiftVEVO,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault) (Karaoke),"Red (Taylor’s Version): https://taylor.lnk.to/redtaylorsversion

🕰️ Pre-order the new album Midnights by Taylor Swift available everywhere October 21: https://taylor.lnk.to/taylorswiftmidnightsYT

►Subscribe: https://ts.lnk.to/subscribe 
 
►Merch: taylorswift.lnk.to/store

►Follow Taylor Swift online:
Instagram: http://instagram.com/taylorswift  
Facebook: http://facebook.com/taylorswift  
Tumblr: http://taylorswift.tumblr.com  
Twitter: http://twitter.com/taylorswift13  
Snapchat: http://snapchat.com/add/taylorswift
Website: http://www.taylorswift.com  

►Taylor Nation Online
Instagram: http://instagram.com/taylornation  
Tumblr: http://taylornation.tumblr.com  
Twitter: http://twitter.com/taylornation13

Lyrics:

I walked through the door with you 
The air was cold 
But somethin bout it felt like home somehow 
And I left my scarf there at your sister’s house 
And you’ve still got it in your drawer even now 
Oh your sweet disposition, and my wide eyed gaze 
We’re singing in the car getting lost upstate
Autumn leaves falling down like pieces into place 
And I can picture it after all these days 
And I know it’s long gone and that magic’s not here no more 
And I might be ok but I’m not fine at all…

Cause there we are again on that 
Little town street 
You almost ran the red 
Cause you were looking over at me 
Wind in my hair, I was there 
I remember it all too well

Photo album on the counter 
Your cheeks were turning red
You used to be a little kid with glasses
in a twin-sized bed 
And your mother’s telling stories bout you on 
the tee ball team 
You taught me bout your past 
Thinkin your future was me
And you were tossing me the car keys 
‘F*** the patriarchy’ keychain on the ground
We were always skipping town
And I was thinking on the drive down
Any time now, he’s gonna say it’s love
You never called it what it was
til we were dead and gone and buried 
Check the pulse and come back 
Swearing it’s the same, after 3 months in the grave
And then you wondered where it went to
As I reached for you but
All I felt was shame
And you held my lifeless frame 
And I know it’s long gone and 
There was nothing else I could do 
And I forget about you long enough
To forget why I needed to… 

Cause there we are again in the middle of the night
We’re dancin round the kitchen in the 
refrigerator light
Down the stairs, I was there
I remember it all too well…
And there we are again 
When nobody had to know
You kept me like a secret
But I kept you like an oath
Sacred prayer and we’d swear 
to remember it all too well 

Well maybe we got lost in translation 
Maybe I asked for too much
But maybe this thing was a masterpiece
Til you tore it all up
Running scared, I was there
I remember it all too well
And you call me up again 
Just to break me like a promise 
So casually cruel in the name of being honest 
I’m a crumpled up piece of paper lying here
Cause I remember it all, all, all 
They say all’s well that ends well
But I’m in a new hell every time
You double-cross my mind
You said if we had been closer in age
Maybe it would have been fine
And that made me want to die.

The idea you had of me
Who was she?
A never-needy, ever lovely jewel
Whose shine reflects on you
Not weeping in a party bathroom
Some actress asking me what happened
You.
That’s what happened: You.
You, who charmed my dad with self-effacing jokes
Sipping coffee like you were on a late night show
But then he watched me watch the front door 
all night, willing you to come
And he said, “it’s supposed to be fun… 
Turning 21” 

Time won’t fly
It’s like I’m paralyzed by it 
I’d like to be my old self again
But I’m still trying to find it 
After plaid shirt days 
And nights when you made me your own
Now you mail back my things 
And I walk home alone
But you keep my old scarf
From that very first week
Cause it reminds you of innocence, and it smells like me 
You can’t get rid of it
Cause you remember it all too well

Cause there we are again when
I loved you so 
Back before you lost the one real thing
You’ve ever known
It was rare, I was there
I remember it all too well
Wind in my hair, you were there 
You remember it all 
Down the stairs, you were there 
You remember it all
It was rare, I was there
I remember it all too well

And I was never good at telling jokes 
But the punchline goes:
“I’ll get older, but your lovers stay my age”
From when your Brooklyn broke my skin and bones
I’m a soldier who’s returning half her weight
And did the twin flame bruise paint you blue?
Just between us, did the love affair maim you too?
Cause in this city’s barren cold
I still remember the first fall of snow
And how it glistened as it fell
I remember it all too well

Just between us did the love affair maim you 
All too well
Just between us, do you remember it 
All too well
Just between us, I remember it all too well

Wind in my hair 
I was there, I was there
Down the stairs, I was there
I was there
Sacred prayer
I was there, I was there
It was rare, you remember it
All too well","['Taylor', 'Swift', 'All', 'Too', 'Well', '(10', 'Minute', 'Version)', ""(Taylor's"", '(From', 'The', 'Vault)', '(Karaoke)', 'Pop']",2021-11-15T23:22:49Z,1391074,88664,,2968,PT10M13S,hd,false
UDzPTerKZn8,TaylorSwiftVEVO,Taylor Swift - All Too Well (Taylor's Version) (Karaoke),"Red (Taylor’s Version) available everywhere now: https://taylor.lnk.to/redtaylorsversion

🕰️ Pre-order the new album Midnights by Taylor Swift available everywhere October 21: https://taylor.lnk.to/taylorswiftmidnightsYT

►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe 
 
►Exclusive Merch: taylorswift.lnk.to/store

►Follow Taylor Swift online:
Instagram: http://instagram.com/taylorswift  
Facebook: http://facebook.com/taylorswift  
Tumblr: http://taylorswift.tumblr.com  
Twitter: http://twitter.com/taylorswift13  
Snapchat: http://snapchat.com/add/taylorswift
Website: http://www.taylorswift.com  

►Follow Taylor Nation Online
Instagram: http://instagram.com/taylornation  
Tumblr: http://taylornation.tumblr.com  
Twitter: http://twitter.com/taylornation13

Lyrics:

I walked through the door with you
The air was cold
But somethin bout it felt like home somehow
And I left my scarf there at your sister's house
And you've still got it in your drawer even now
Oh your sweet disposition
And my wide-eyed gaze
We're singing in the car, getting lost upstate
Autumn leaves falling down like pieces into place
And I can picture it after all these days
And I know it's long gone and that magic's not here no more
And I might be okay but I’m not fine at all...

Cause there we are again on that
Little town street
You almost ran the red cause you were
Looking over at me
Wind in my hair, I was there
I remember it all too well

Photo album on the counter
Your cheeks were turning red
You used to be a little kid with glasses
In a twin-sized bed
And your mother's telling stories 
About you on the tee ball team
You taught me about your past
Thinking your future was me
And I know it's long gone and there was nothing else I could do
And I forget about you long enough to forget why I needed to...

Cause there we are again in the middle of the night
We're dancing ‘round the kitchen in the refrigerator light
Down the stairs, I was there
I remember it all too well, yeah

And maybe we got lost in translation
Maybe I asked for too much
But maybe this thing was a masterpiece
Till you tore it all up
Running scared, I was there
I remember it all too well
And you call me up again
Just to break me like a promise
So casually cruel in the name of being honest
I’m a crumpled up piece of paper lying here
Cause I remember it all, all, all...too well

Time won't fly, it's like I’m paralyzed by it
I'd like to be my old self again
But I’m still trying to find it
After plaid shirt days and nights when you
Made me your own
Now you mail back my things and I 
Walk home alone
But you keep my old scarf from that very first week
Cause it reminds you of innocence
And it smells like me
You can't get rid of it
Cause you remember it all too well, yeah

Cause there we are again when I loved you so
Back before you lost the one real thing you've ever known
It was rare, I was there, I remember it all too well
Wind in my hair, you were there, you remember it all
Down the stairs, you were there, you remember it all
It was rare, I was there, I remember it all too well

#taylorswift #alltoowelltaylorsversion #redtaylorsversion #karaoke


Music video by Taylor Swift performing All Too Well (Taylor's Version) (Karaoke). © 2021 Taylor Swift","['Taylor', 'Swift', 'All', 'Too', 'Well', ""(Taylor's"", 'Version)', '(Karaoke)', 'Pop']",2021-11-15T23:10:09Z,671316,52727,,3066,PT5M31S,hd,false
